,date,region,frequency,estimated unemployment rate (%),estimated employed,estimated labour participation rate (%),area,year,month,COVID_Impact,Rolling_Unemployment,diff
248,2019-09-30,Sikkim,Monthly,4.81,89450.0,45.61,Urban,2019.0,September,0,20.62666666666667,-25.42
254,2019-09-30,Andhra Pradesh, Monthly,5.17,12256762.0,44.68,Rural,2019.0,September,0,13.403333333333334,0.3600000000000003
260,2019-09-30,Rajasthan,Monthly,12.63,5176819.0,39.15,Urban,2019.0,September,0,7.536666666666669,7.460000000000001
256,2019-09-30,West Bengal, Monthly,5.26,25610773.0,49.87,Rural,2019.0,September,0,7.68666666666667,-7.370000000000001
257,2019-09-30,Jharkhand,Monthly,21.16,2357627.0,44.18,Urban,2019.0,September,0,13.016666666666667,15.9
258,2019-09-30,Goa, Monthly,3.61,163215.0,35.78,Rural,2019.0,September,0,10.010000000000002,-17.55
259,2019-09-30,Chandigarh,Monthly,20.14,327239.0,42.77,Urban,2019.0,September,0,14.97,16.53
261,2019-09-30,Assam, Monthly,4.46,11468349.0,55.67,Rural,2019.0,September,0,9.403333333333336,-15.68
262,2019-09-30,Andhra Pradesh,Monthly,6.01,4733996.0,36.69,Urban,2019.0,September,0,10.203333333333335,1.5499999999999998
263,2019-09-30,Bihar,Monthly,20.46,2992082.0,39.25,Urban,2019.0,September,0,10.310000000000002,14.450000000000001
264,2019-09-30,Assam,Monthly,9.26,1576480.0,42.66,Urban,2019.0,September,0,11.910000000000002,-11.200000000000001
265,2019-09-30,Puducherry,Monthly,1.22,286573.0,35.73,Urban,2019.0,September,0,10.313333333333336,-8.04
266,2019-09-30,Maharashtra,Monthly,7.6,17396398.0,39.58,Urban,2019.0,September,0,6.026666666666668,6.38
243,2019-09-30,Meghalaya,Monthly,5.3,253887.0,50.77,Urban,2019.0,September,0,4.706666666666669,-2.3
255,2019-09-30,Madhya Pradesh,Monthly,7.0,6655967.0,39.67,Urban,2019.0,September,0,6.6333333333333355,1.7000000000000002
242,2019-09-30,Punjab,Monthly,15.69,3227178.0,39.97,Urban,2019.0,September,0,9.330000000000004,8.69
241,2019-09-30,Goa,Monthly,3.16,309643.0,39.92,Urban,2019.0,September,0,8.616666666666669,-12.53
221,2019-09-30,Haryana, Monthly,16.36,5127956.0,44.72,Rural,2019.0,September,0,11.73666666666667,13.2
240,2019-09-30,Uttarakhand, Monthly,3.47,2157845.0,38.79,Rural,2019.0,September,0,7.663333333333337,-12.889999999999999
215,2019-09-30,Karnataka, Monthly,3.2,13741892.0,44.45,Rural,2019.0,September,0,7.676666666666669,-0.27
216,2019-09-30,Gujarat, Monthly,6.29,13280783.0,51.01,Rural,2019.0,September,0,4.320000000000003,3.09
217,2019-09-30,Telangana, Monthly,5.49,12636415.0,72.57,Rural,2019.0,September,0,4.993333333333336,-0.7999999999999998
218,2019-09-30,Delhi,Monthly,20.59,5642253.0,47.36,Urban,2019.0,September,0,10.790000000000001,15.1
219,2019-09-30,Uttar Pradesh, Monthly,6.45,44198762.0,38.79,Rural,2019.0,September,0,10.843333333333335,-14.14
220,2019-09-30,Uttarakhand,Monthly,9.62,711150.0,27.51,Urban,2019.0,September,0,12.220000000000004,3.169999999999999
222,2019-09-30,Odisha,Monthly,3.78,2570663.0,42.15,Urban,2019.0,September,0,6.61666666666667,-5.84
223,2019-09-30,Kerala,Monthly,5.52,4640642.0,36.57,Urban,2019.0,September,0,6.306666666666669,1.7399999999999998
224,2019-09-30,West Bengal,Monthly,7.79,11158649.0,45.74,Urban,2019.0,September,0,5.696666666666669,2.2700000000000005
226,2019-09-30,Tamil Nadu,Monthly,1.86,11902824.0,37.76,Urban,2019.0,September,0,5.056666666666669,-5.93
227,2019-09-30,Tripura,Monthly,33.57,418043.0,66.9,Urban,2019.0,September,0,14.406666666666668,31.71
225,2019-09-30,Jharkhand, Monthly,7.12,7500122.0,41.24,Rural,2019.0,September,0,14.183333333333335,-26.45
229,2019-09-30,Odisha, Monthly,4.31,11167715.0,40.32,Rural,2019.0,September,0,15.000000000000002,-2.8100000000000005
239,2019-09-30,Chhattisgarh,Monthly,9.46,2311507.0,46.8,Urban,2019.0,September,0,6.963333333333336,5.150000000000001
238,2019-09-30,Kerala, Monthly,5.35,5400499.0,38.97,Rural,2019.0,September,0,6.373333333333335,-4.110000000000001
237,2019-09-30,Chhattisgarh, Monthly,8.33,6490776.0,43.38,Rural,2019.0,September,0,7.713333333333336,2.9800000000000004
236,2019-09-30,Meghalaya, Monthly,0.24,1162159.0,66.02,Rural,2019.0,September,0,4.640000000000002,-8.09
228,2019-09-30,Puducherry, Monthly,0.0,175718.0,43.34,Rural,2019.0,September,0,2.856666666666669,-0.24
234,2019-09-30,Telangana,Monthly,6.19,5668785.0,47.28,Urban,2019.0,September,0,2.1433333333333358,6.19
235,2019-09-30,Madhya Pradesh, Monthly,3.08,16159315.0,39.4,Rural,2019.0,September,0,3.090000000000002,-3.1100000000000003
232,2019-09-30,Bihar, Monthly,8.87,23905700.0,38.57,Rural,2019.0,September,0,6.0466666666666695,5.789999999999999
231,2019-09-30,Maharashtra, Monthly,4.4,25219281.0,49.74,Rural,2019.0,September,0,5.450000000000003,-4.469999999999999
230,2019-09-30,Karnataka,Monthly,3.57,8647794.0,39.0,Urban,2019.0,September,0,5.613333333333336,-0.8300000000000005
233,2019-09-30,Punjab, Monthly,8.59,6260971.0,45.49,Rural,2019.0,September,0,5.520000000000003,5.02
306,2019-10-31,Odisha, Monthly,4.28,11621534.0,41.88,Rural,2019.0,October,0,5.480000000000003,-4.31
303,2019-10-31,Chhattisgarh,Monthly,10.27,2297096.0,46.82,Urban,2019.0,October,0,7.713333333333336,5.989999999999999
305,2019-10-31,Uttarakhand,Monthly,4.72,925174.0,33.87,Urban,2019.0,October,0,6.423333333333336,-5.55
304,2019-10-31,Haryana, Monthly,24.17,4798833.0,46.07,Rural,2019.0,October,0,13.053333333333336,19.450000000000003
302,2019-10-31,Uttarakhand, Monthly,4.83,2027662.0,36.9,Rural,2019.0,October,0,11.240000000000002,-19.340000000000003
296,2019-10-31,Andhra Pradesh,Monthly,4.7,4774377.0,36.41,Urban,2019.0,October,0,11.233333333333336,-0.1299999999999999
300,2019-10-31,Karnataka,Monthly,3.87,8799249.0,39.7,Urban,2019.0,October,0,4.4666666666666694,-0.8300000000000001
299,2019-10-31,Rajasthan,Monthly,13.02,5384335.0,40.8,Urban,2019.0,October,0,7.196666666666669,9.149999999999999
298,2019-10-31,Puducherry,Monthly,1.17,312548.0,38.86,Urban,2019.0,October,0,6.020000000000003,-11.85
297,2019-10-31,Uttar Pradesh, Monthly,10.18,42833265.0,39.07,Rural,2019.0,October,0,8.123333333333335,9.01
307,2019-10-31,Tripura, Monthly,27.54,1113764.0,68.21,Rural,2019.0,October,0,12.963333333333333,17.36
301,2019-10-31,Gujarat,Monthly,5.45,10474217.0,45.14,Urban,2019.0,October,0,14.39,-22.09
308,2019-10-31,Kerala, Monthly,9.14,5328825.0,40.02,Rural,2019.0,October,0,14.043333333333335,3.6900000000000004
320,2019-10-31,Delhi, Monthly,15.84,149511.0,37.9,Rural,2019.0,October,0,10.143333333333334,6.699999999999999
310,2019-10-31,Gujarat, Monthly,4.91,13828512.0,52.27,Rural,2019.0,October,0,9.963333333333335,-10.93
311,2019-10-31,Kerala,Monthly,5.35,4644510.0,36.49,Urban,2019.0,October,0,8.700000000000001,0.4399999999999995
312,2019-10-31,Maharashtra,Monthly,7.51,17221991.0,39.05,Urban,2019.0,October,0,5.923333333333335,2.16
313,2019-10-31,Jharkhand, Monthly,6.57,7761243.0,42.33,Rural,2019.0,October,0,6.4766666666666675,-0.9399999999999995
314,2019-10-31,West Bengal, Monthly,6.78,24353018.0,48.09,Rural,2019.0,October,0,6.953333333333334,0.20999999999999996
315,2019-10-31,Meghalaya, Monthly,3.7,1080609.0,63.44,Rural,2019.0,October,0,5.6833333333333345,-3.08
316,2019-10-31,Assam, Monthly,4.65,8395906.0,40.76,Rural,2019.0,October,0,5.043333333333335,0.9500000000000002
317,2019-10-31,West Bengal,Monthly,7.83,10563686.0,43.25,Urban,2019.0,October,0,5.393333333333335,3.1799999999999997
318,2019-10-31,Chhattisgarh, Monthly,6.96,7043840.0,46.28,Rural,2019.0,October,0,6.480000000000001,-0.8700000000000001
319,2019-10-31,Odisha,Monthly,4.5,2456855.0,40.51,Urban,2019.0,October,0,6.430000000000001,-2.46
321,2019-10-31,Punjab,Monthly,13.75,3070438.0,37.1,Urban,2019.0,October,0,8.403333333333334,9.25
309,2019-10-31,Jammu & Kashmir,Monthly,24.06,1029087.0,42.63,Urban,2019.0,October,0,14.103333333333333,10.309999999999999
295,2019-10-31,Madhya Pradesh,Monthly,4.4,6603715.0,38.2,Urban,2019.0,October,0,14.07,-19.659999999999997
268,2019-10-31,Telangana, Monthly,7.29,11375354.0,66.49,Rural,2019.0,October,0,11.916666666666666,2.8899999999999997
293,2019-10-31,Goa,Monthly,12.31,290264.0,41.27,Urban,2019.0,October,0,8.000000000000002,5.0200000000000005
294,2019-10-31,Delhi,Monthly,12.41,6030363.0,45.78,Urban,2019.0,October,0,10.670000000000002,0.09999999999999964
267,2019-10-31,Karnataka, Monthly,7.13,12803527.0,43.1,Rural,2019.0,October,0,10.616666666666667,-5.28
269,2019-10-31,Maharashtra, Monthly,3.81,24330249.0,47.61,Rural,2019.0,October,0,7.783333333333335,-3.32
270,2019-10-31,Sikkim, Monthly,5.48,146688.0,44.06,Rural,2019.0,October,0,5.473333333333334,1.6700000000000004
271,2019-10-31,Goa, Monthly,7.21,177440.0,40.36,Rural,2019.0,October,0,5.500000000000001,1.7299999999999995
272,2019-10-31,Jharkhand,Monthly,19.05,2460196.0,44.82,Urban,2019.0,October,0,10.58,11.84
273,2019-10-31,Chandigarh,Monthly,13.99,330856.0,40.06,Urban,2019.0,October,0,13.41666666666667,-5.0600000000000005
275,2019-10-31,Telangana,Monthly,6.74,5318341.0,44.51,Urban,2019.0,October,0,13.26,-7.25
276,2019-10-31,Bihar,Monthly,14.06,3173429.0,38.45,Urban,2019.0,October,0,11.59666666666667,7.32
277,2019-10-31,Haryana,Monthly,21.04,2821456.0,42.58,Urban,2019.0,October,0,13.946666666666667,6.979999999999999
278,2019-10-31,Punjab, Monthly,12.56,6021921.0,45.66,Rural,2019.0,October,0,15.88666666666667,-8.479999999999999
279,2019-10-31,Himachal Pradesh,Monthly,23.77,232322.0,49.69,Urban,2019.0,October,0,19.123333333333335,11.209999999999999
274,2019-10-31,Himachal Pradesh, Monthly,15.81,1946957.0,42.81,Rural,2019.0,October,0,17.380000000000003,-7.959999999999999
281,2019-10-31,Puducherry, Monthly,1.18,180283.0,44.85,Rural,2019.0,October,0,13.586666666666668,-14.63
280,2019-10-31,Assam,Monthly,11.17,1595176.0,44.01,Urban,2019.0,October,0,9.386666666666668,9.99
291,2019-10-31,Meghalaya,Monthly,7.2,234375.0,47.71,Urban,2019.0,October,0,6.516666666666669,-3.9699999999999998
290,2019-10-31,Bihar, Monthly,12.47,24053140.0,40.31,Rural,2019.0,October,0,10.280000000000003,5.2700000000000005
289,2019-10-31,Sikkim,Monthly,9.68,87974.0,46.97,Urban,2019.0,October,0,9.783333333333337,-2.790000000000001
288,2019-10-31,Uttar Pradesh,Monthly,10.35,13938303.0,39.71,Urban,2019.0,October,0,10.833333333333336,0.6699999999999999
287,2019-10-31,Jammu & Kashmir, Monthly,19.27,2477621.0,43.08,Rural,2019.0,October,0,13.100000000000001,8.92
292,2019-10-31,Rajasthan, Monthly,14.66,15178544.0,42.69,Rural,2019.0,October,0,14.76,-4.609999999999999
285,2019-10-31,Madhya Pradesh, Monthly,2.98,17060638.0,41.46,Rural,2019.0,October,0,12.303333333333335,-11.68
