,date,region,frequency,estimated unemployment rate (%),estimated employed,estimated labour participation rate (%),area,year,month,COVID_Impact,Rolling_Unemployment,diff
564,2020-03-31,Meghalaya,Monthly,2.8,289735.0,55.64,Urban,2020.0,March,1,3.8533333333333375,-1.1600000000000001
567,2020-03-31,Punjab,Monthly,9.97,3601793.0,41.29,Urban,2020.0,March,1,5.5766666666666715,7.170000000000001
566,2020-03-31,Uttar Pradesh,Monthly,12.32,13889632.0,40.0,Urban,2020.0,March,1,8.363333333333339,2.3499999999999996
565,2020-03-31,West Bengal,Monthly,6.67,10806105.0,43.34,Urban,2020.0,March,1,9.653333333333338,-5.65
574,2020-03-31,Rajasthan,Monthly,18.54,4964911.0,39.71,Urban,2020.0,March,1,12.510000000000005,11.87
568,2020-03-31,Telangana,Monthly,6.1,5313236.0,43.65,Urban,2020.0,March,1,10.436666666666673,-12.44
575,2020-03-31,Assam,Monthly,10.34,1664145.0,45.03,Urban,2020.0,March,1,11.660000000000004,4.24
563,2020-03-31,Madhya Pradesh, Monthly,1.19,16480441.0,38.9,Rural,2020.0,March,1,5.876666666666671,-9.15
577,2020-03-31,Andhra Pradesh,Monthly,9.88,4521537.0,36.08,Urban,2020.0,March,1,7.136666666666671,8.690000000000001
578,2020-03-31,Uttar Pradesh, Monthly,9.37,43086706.0,38.53,Rural,2020.0,March,1,6.813333333333337,-0.5100000000000016
587,2020-03-31,Tripura,Monthly,25.69,450271.0,63.56,Urban,2020.0,March,1,14.980000000000004,16.32
579,2020-03-31,Goa,Monthly,4.76,277093.0,36.05,Urban,2020.0,March,1,13.27333333333334,-20.93
580,2020-03-31,Delhi,Monthly,17.09,5401392.0,42.82,Urban,2020.0,March,1,15.846666666666671,12.33
581,2020-03-31,Bihar, Monthly,15.39,22667882.0,38.88,Rural,2020.0,March,1,12.41333333333334,-1.6999999999999993
582,2020-03-31,Chhattisgarh,Monthly,8.21,2407509.0,47.39,Urban,2020.0,March,1,13.56333333333334,-7.18
583,2020-03-31,Chandigarh,Monthly,21.43,279839.0,36.68,Urban,2020.0,March,1,15.010000000000005,13.219999999999999
584,2020-03-31,Kerala, Monthly,8.85,4141953.0,30.87,Rural,2020.0,March,1,12.830000000000005,-12.58
585,2020-03-31,Haryana, Monthly,23.92,4366148.0,41.4,Rural,2020.0,March,1,18.066666666666674,15.070000000000002
586,2020-03-31,Punjab, Monthly,10.51,6373692.0,46.85,Rural,2020.0,March,1,14.426666666666671,-13.410000000000002
576,2020-03-31,Uttarakhand,Monthly,8.15,889245.0,33.33,Urban,2020.0,March,1,14.193333333333337,-2.3599999999999994
562,2020-03-31,Puducherry,Monthly,0.62,278851.0,34.12,Urban,2020.0,March,1,6.426666666666672,-7.53
544,2020-03-31,Meghalaya, Monthly,1.28,1192616.0,67.46,Rural,2020.0,March,1,3.350000000000005,0.66
560,2020-03-31,Bihar,Monthly,15.73,3049637.0,37.29,Urban,2020.0,March,1,5.876666666666672,14.450000000000001
536,2020-03-31,Gujarat, Monthly,7.59,13483615.0,52.06,Rural,2020.0,March,1,8.200000000000005,-8.14
537,2020-03-31,Rajasthan, Monthly,9.47,15059769.0,39.47,Rural,2020.0,March,1,10.930000000000007,1.8800000000000008
538,2020-03-31,Puducherry, Monthly,2.31,142176.0,35.23,Rural,2020.0,March,1,6.4566666666666706,-7.16
539,2020-03-31,Tamil Nadu, Monthly,6.36,15848590.0,51.56,Rural,2020.0,March,1,6.046666666666671,4.050000000000001
540,2020-03-31,Odisha, Monthly,15.09,9814156.0,39.55,Rural,2020.0,March,1,7.920000000000004,8.73
541,2020-03-31,West Bengal, Monthly,7.02,25097812.0,49.18,Rural,2020.0,March,1,9.490000000000004,-8.07
542,2020-03-31,Tripura, Monthly,31.61,1060946.0,68.28,Rural,2020.0,March,1,17.90666666666667,24.59
543,2020-03-31,Delhi, Monthly,15.18,152413.0,37.45,Rural,2020.0,March,1,17.93666666666667,-16.43
545,2020-03-31,Chhattisgarh, Monthly,7.31,6894808.0,44.98,Rural,2020.0,March,1,18.03333333333334,-7.87
546,2020-03-31,Telangana, Monthly,5.63,12028377.0,68.53,Rural,2020.0,March,1,9.373333333333337,-1.6799999999999997
547,2020-03-31,Haryana,Monthly,27.14,2275407.0,36.73,Urban,2020.0,March,1,13.360000000000005,21.51
561,2020-03-31,Gujarat,Monthly,5.39,10083026.0,42.9,Urban,2020.0,March,1,12.720000000000004,-21.75
549,2020-03-31,Karnataka, Monthly,2.39,12853818.0,40.85,Rural,2020.0,March,1,11.640000000000006,-2.9999999999999996
550,2020-03-31,Kerala,Monthly,9.14,4079775.0,33.24,Urban,2020.0,March,1,5.640000000000005,6.75
551,2020-03-31,Assam, Monthly,3.77,9878742.0,47.05,Rural,2020.0,March,1,5.100000000000004,-5.370000000000001
552,2020-03-31,Karnataka,Monthly,4.92,9225835.0,41.55,Urban,2020.0,March,1,5.943333333333338,1.15
553,2020-03-31,Andhra Pradesh, Monthly,4.06,11359660.0,40.66,Rural,2020.0,March,1,4.250000000000004,-0.8600000000000003
554,2020-03-31,Jharkhand,Monthly,16.4,2480661.0,43.34,Urban,2020.0,March,1,8.460000000000004,12.34
555,2020-03-31,Jammu & Kashmir,Monthly,14.29,998103.0,36.21,Urban,2020.0,March,1,11.583333333333337,-2.1099999999999994
556,2020-03-31,Himachal Pradesh, Monthly,17.71,1800426.0,40.17,Rural,2020.0,March,1,16.133333333333336,3.4200000000000017
557,2020-03-31,Jharkhand, Monthly,5.01,7157454.0,37.96,Rural,2020.0,March,1,12.336666666666671,-12.700000000000001
558,2020-03-31,Himachal Pradesh,Monthly,26.44,221432.0,48.74,Urban,2020.0,March,1,16.386666666666674,21.43
559,2020-03-31,Jammu & Kashmir, Monthly,16.0,2361004.0,39.06,Rural,2020.0,March,1,15.816666666666672,-10.440000000000001
548,2020-03-31,Maharashtra, Monthly,5.38,23130976.0,45.6,Rural,2020.0,March,1,15.940000000000007,-10.620000000000001
624,2020-04-30,Tripura, Monthly,43.64,675083.0,52.63,Rural,2020.0,April,1,21.673333333333336,38.26
623,2020-04-30,Tripura,Monthly,34.88,296431.0,47.65,Urban,2020.0,April,1,27.966666666666672,-8.759999999999998
622,2020-04-30,Punjab,Monthly,1.13,2298975.0,23.95,Urban,2020.0,April,1,26.550000000000008,-33.75
621,2020-04-30,Meghalaya, Monthly,8.38,803118.0,48.83,Rural,2020.0,April,1,14.796666666666672,7.250000000000001
616,2020-04-30,Tamil Nadu,Monthly,45.55,4632967.0,26.17,Urban,2020.0,April,1,18.353333333333335,37.169999999999995
619,2020-04-30,Himachal Pradesh, Monthly,2.13,984171.0,18.43,Rural,2020.0,April,1,18.68666666666667,-43.419999999999995
618,2020-04-30,Uttar Pradesh, Monthly,19.92,39970677.0,40.37,Rural,2020.0,April,1,22.533333333333335,17.790000000000003
617,2020-04-30,Gujarat, Monthly,12.0,8587594.0,34.77,Rural,2020.0,April,1,11.350000000000003,-7.920000000000002
625,2020-04-30,Madhya Pradesh,Monthly,11.94,4802873.0,29.76,Urban,2020.0,April,1,14.620000000000003,-0.0600000000000005
620,2020-04-30,Gujarat,Monthly,25.94,6701284.0,36.33,Urban,2020.0,April,1,16.62666666666667,14.000000000000002
626,2020-04-30,Uttarakhand, Monthly,3.66,1972074.0,35.04,Rural,2020.0,April,1,13.84666666666667,-22.28
632,2020-04-30,Rajasthan,Monthly,35.53,2932923.0,29.57,Urban,2020.0,April,1,21.710000000000004,31.87
628,2020-04-30,Telangana, Monthly,4.51,8793799.0,49.44,Rural,2020.0,April,1,14.566666666666668,-31.020000000000003
629,2020-04-30,Karnataka,Monthly,25.12,7387995.0,42.14,Urban,2020.0,April,1,21.720000000000002,20.61
630,2020-04-30,Odisha, Monthly,24.48,5562449.0,25.16,Rural,2020.0,April,1,18.036666666666672,-0.6400000000000006
631,2020-04-30,Tamil Nadu, Monthly,53.19,5086200.0,33.05,Rural,2020.0,April,1,34.26333333333334,28.709999999999997
633,2020-04-30,Goa, Monthly,15.91,181657.0,45.36,Rural,2020.0,April,1,31.19333333333334,-37.28
634,2020-04-30,Sikkim, Monthly,0.0,133399.0,37.72,Rural,2020.0,April,1,23.033333333333335,-15.91
635,2020-04-30,West Bengal,Monthly,15.63,9299466.0,41.2,Urban,2020.0,April,1,10.513333333333335,15.63
636,2020-04-30,Puducherry, Monthly,74.51,49420.0,46.79,Rural,2020.0,April,1,30.04666666666667,58.88
637,2020-04-30,Rajasthan, Monthly,12.25,13051219.0,35.21,Rural,2020.0,April,1,34.13,-62.260000000000005
638,2020-04-30,Delhi, Monthly,20.69,115487.0,30.21,Rural,2020.0,April,1,35.81666666666667,8.440000000000001
615,2020-04-30,Meghalaya,Monthly,17.39,161939.0,36.51,Urban,2020.0,April,1,16.77666666666667,-3.3000000000000007
627,2020-04-30,Uttar Pradesh,Monthly,26.94,10944379.0,37.74,Urban,2020.0,April,1,21.673333333333336,9.55
614,2020-04-30,Karnataka, Monthly,33.17,9330400.0,43.25,Rural,2020.0,April,1,25.833333333333343,6.23
613,2020-04-30,Kerala,Monthly,21.43,2179106.0,20.51,Urban,2020.0,April,1,27.180000000000007,-11.740000000000002
612,2020-04-30,Punjab, Monthly,3.69,4721590.0,32.2,Rural,2020.0,April,1,19.430000000000003,-17.74
589,2020-04-30,Bihar, Monthly,45.09,14645275.0,38.63,Rural,2020.0,April,1,23.403333333333336,41.400000000000006
590,2020-04-30,West Bengal, Monthly,18.32,17639370.0,39.27,Rural,2020.0,April,1,22.366666666666674,-26.770000000000003
591,2020-04-30,Odisha,Monthly,20.5,1303244.0,25.53,Urban,2020.0,April,1,27.97000000000001,2.1799999999999997
592,2020-04-30,Andhra Pradesh, Monthly,16.29,8792827.0,36.03,Rural,2020.0,April,1,18.370000000000005,-4.210000000000001
593,2020-04-30,Kerala, Monthly,10.71,1754170.0,13.33,Rural,2020.0,April,1,15.833333333333337,-5.579999999999998
594,2020-04-30,Haryana,Monthly,46.89,1606580.0,35.48,Urban,2020.0,April,1,24.630000000000006,36.18
595,2020-04-30,Sikkim,Monthly,5.77,81905.0,40.31,Urban,2020.0,April,1,21.12333333333334,-41.120000000000005
596,2020-04-30,Goa,Monthly,11.76,318957.0,44.74,Urban,2020.0,April,1,21.47333333333334,5.99
597,2020-04-30,Bihar,Monthly,58.77,1400962.0,34.94,Urban,2020.0,April,1,25.433333333333337,47.010000000000005
598,2020-04-30,Chhattisgarh,Monthly,20.13,1066126.0,24.06,Urban,2020.0,April,1,30.22000000000001,-38.64
599,2020-04-30,Andhra Pradesh,Monthly,32.3,2544084.0,26.97,Urban,2020.0,April,1,37.06666666666667,12.169999999999998
588,2020-04-30,Haryana, Monthly,41.61,4041050.0,49.85,Rural,2020.0,April,1,31.346666666666675,9.310000000000002
601,2020-04-30,Assam,Monthly,8.37,1454956.0,38.45,Urban,2020.0,April,1,27.426666666666673,-33.24
602,2020-04-30,Jharkhand, Monthly,41.72,4280434.0,36.92,Rural,2020.0,April,1,30.566666666666674,33.35
603,2020-04-30,Jharkhand,Monthly,61.48,1054829.0,39.92,Urban,2020.0,April,1,37.190000000000005,19.759999999999998
604,2020-04-30,Maharashtra, Monthly,25.28,15014802.0,37.42,Rural,2020.0,April,1,42.826666666666675,-36.199999999999996
605,2020-04-30,Uttarakhand,Monthly,13.18,748041.0,29.59,Urban,2020.0,April,1,33.31333333333334,-12.100000000000001
606,2020-04-30,Maharashtra,Monthly,14.99,12674451.0,30.86,Urban,2020.0,April,1,17.816666666666674,1.8100000000000005
607,2020-04-30,Puducherry,Monthly,76.74,68122.0,35.54,Urban,2020.0,April,1,34.970000000000006,61.74999999999999
608,2020-04-30,Delhi,Monthly,16.51,3003787.0,23.59,Urban,2020.0,April,1,36.080000000000005,-60.22999999999999
609,2020-04-30,Telangana,Monthly,10.5,3378431.0,29.05,Urban,2020.0,April,1,34.583333333333336,-6.010000000000002
610,2020-04-30,Chhattisgarh, Monthly,0.0,6534321.0,39.43,Rural,2020.0,April,1,9.00333333333334,-10.5
611,2020-04-30,Madhya Pradesh, Monthly,12.5,14238959.0,37.88,Rural,2020.0,April,1,7.666666666666671,12.5
600,2020-04-30,Himachal Pradesh,Monthly,2.7,146957.0,24.42,Urban,2020.0,April,1,5.066666666666671,-9.8
675,2020-05-31,Madhya Pradesh, Monthly,22.46,13099601.0,39.24,Rural,2020.0,May,1,12.553333333333336,19.76
674,2020-05-31,Meghalaya, Monthly,3.73,992148.0,57.26,Rural,2020.0,May,1,9.630000000000004,-18.73
673,2020-05-31,Jammu & Kashmir, Monthly,2.22,2716966.0,38.46,Rural,2020.0,May,1,9.470000000000004,-1.5099999999999998
672,2020-05-31,Meghalaya,Monthly,14.58,222916.0,48.48,Urban,2020.0,May,1,6.843333333333338,12.36
667,2020-05-31,Uttar Pradesh,Monthly,32.06,11111486.0,41.1,Urban,2020.0,May,1,16.286666666666672,17.480000000000004
670,2020-05-31,Tripura,Monthly,16.78,384999.0,48.31,Urban,2020.0,May,1,21.140000000000004,-15.280000000000001
669,2020-05-31,Odisha, Monthly,9.45,9683719.0,36.48,Rural,2020.0,May,1,19.430000000000007,-7.330000000000002
668,2020-05-31,Karnataka, Monthly,23.72,10626328.0,43.09,Rural,2020.0,May,1,16.650000000000006,14.27
676,2020-05-31,Maharashtra, Monthly,16.89,18423447.0,41.21,Rural,2020.0,May,1,16.68666666666667,-6.829999999999998
671,2020-05-31,Kerala, Monthly,23.38,3799919.0,33.62,Rural,2020.0,May,1,21.330000000000002,6.489999999999998
689,2020-05-31,Assam,Monthly,10.77,1441722.0,39.04,Urban,2020.0,May,1,17.013333333333335,-12.61
682,2020-05-31,Jammu & Kashmir,Monthly,12.96,937435.0,33.33,Urban,2020.0,May,1,15.703333333333338,2.1900000000000013
678,2020-05-31,Haryana, Monthly,34.22,3914193.0,42.78,Rural,2020.0,May,1,19.316666666666674,21.259999999999998
679,2020-05-31,Gujarat, Monthly,14.58,11121124.0,46.31,Rural,2020.0,May,1,20.586666666666673,-19.64
680,2020-05-31,Bihar,Monthly,37.87,2207026.0,36.45,Urban,2020.0,May,1,28.890000000000004,23.29
681,2020-05-31,Odisha,Monthly,10.0,1975481.0,34.12,Urban,2020.0,May,1,20.81666666666667,-27.869999999999997
683,2020-05-31,Punjab, Monthly,40.59,3727366.0,41.14,Rural,2020.0,May,1,29.486666666666668,30.590000000000003
684,2020-05-31,Jharkhand,Monthly,70.17,830347.0,40.49,Urban,2020.0,May,1,40.25333333333334,29.58
685,2020-05-31,Uttarakhand,Monthly,17.36,778590.0,32.27,Urban,2020.0,May,1,42.70666666666667,-52.81
686,2020-05-31,Himachal Pradesh, Monthly,25.64,1732050.0,42.62,Rural,2020.0,May,1,37.723333333333336,8.280000000000001
687,2020-05-31,Kerala,Monthly,30.28,2826118.0,29.95,Urban,2020.0,May,1,24.426666666666673,4.640000000000001
688,2020-05-31,Telangana,Monthly,36.57,3108830.0,37.63,Urban,2020.0,May,1,30.830000000000002,6.289999999999999
666,2020-05-31,Sikkim,Monthly,19.75,75456.0,43.32,Urban,2020.0,May,1,28.866666666666674,-16.82
677,2020-05-31,Jharkhand, Monthly,55.1,3315038.0,37.03,Rural,2020.0,May,1,37.14000000000001,35.35
665,2020-05-31,Bihar, Monthly,47.26,14050319.0,38.5,Rural,2020.0,May,1,40.70333333333334,-7.840000000000003
651,2020-05-31,Tamil Nadu, Monthly,38.73,5768342.0,28.6,Rural,2020.0,May,1,47.03000000000001,-8.530000000000001
663,2020-05-31,Delhi,Monthly,45.78,2343783.0,28.28,Urban,2020.0,May,1,43.92333333333334,7.050000000000004
639,2020-05-31,Goa, Monthly,20.0,128538.0,33.71,Rural,2020.0,May,1,34.83666666666667,-25.78
640,2020-05-31,Rajasthan, Monthly,10.45,15586833.0,41.11,Rural,2020.0,May,1,25.410000000000007,-9.55
641,2020-05-31,West Bengal, Monthly,18.43,19115772.0,42.53,Rural,2020.0,May,1,16.293333333333337,7.98
642,2020-05-31,Andhra Pradesh,Monthly,24.91,3428356.0,32.69,Urban,2020.0,May,1,17.930000000000003,6.48
643,2020-05-31,Gujarat,Monthly,11.62,6072776.0,27.52,Urban,2020.0,May,1,18.320000000000004,-13.290000000000001
644,2020-05-31,Chhattisgarh,Monthly,24.1,1276291.0,30.24,Urban,2020.0,May,1,20.210000000000004,12.480000000000002
664,2020-05-31,Tamil Nadu,Monthly,25.95,5733921.0,23.77,Urban,2020.0,May,1,20.556666666666672,1.8499999999999979
646,2020-05-31,Assam, Monthly,9.38,9926176.0,50.0,Rural,2020.0,May,1,19.810000000000006,-16.57
647,2020-05-31,Rajasthan,Monthly,25.35,4225486.0,36.71,Urban,2020.0,May,1,20.22666666666667,15.97
648,2020-05-31,Himachal Pradesh,Monthly,50.0,134868.0,43.55,Urban,2020.0,May,1,28.24333333333334,24.65
649,2020-05-31,Maharashtra,Monthly,15.92,12365754.0,30.38,Urban,2020.0,May,1,30.423333333333336,-34.08
645,2020-05-31,Haryana,Monthly,38.46,2013083.0,38.27,Urban,2020.0,May,1,34.793333333333344,22.54
652,2020-05-31,Delhi, Monthly,22.76,129610.0,34.65,Rural,2020.0,May,1,25.71333333333334,-15.7
650,2020-05-31,Tripura, Monthly,14.71,911789.0,46.9,Rural,2020.0,May,1,25.310000000000006,-8.05
661,2020-05-31,Andhra Pradesh, Monthly,14.46,9526902.0,38.16,Rural,2020.0,May,1,17.310000000000006,-0.25
660,2020-05-31,Punjab,Monthly,20.54,2682658.0,34.71,Urban,2020.0,May,1,16.570000000000004,6.079999999999998
659,2020-05-31,Puducherry,Monthly,75.0,64538.0,31.25,Urban,2020.0,May,1,36.66666666666667,54.46
658,2020-05-31,Uttarakhand, Monthly,3.57,1915482.0,33.94,Rural,2020.0,May,1,33.03666666666667,-71.43
662,2020-05-31,Karnataka,Monthly,15.88,8669258.0,43.9,Urban,2020.0,May,1,31.483333333333338,12.31
656,2020-05-31,Uttar Pradesh, Monthly,16.89,38640999.0,37.52,Rural,2020.0,May,1,12.113333333333339,1.0099999999999998
655,2020-05-31,Madhya Pradesh,Monthly,40.49,3879934.0,35.49,Urban,2020.0,May,1,24.420000000000005,23.6
654,2020-05-31,Telangana, Monthly,34.01,7508747.0,61.0,Rural,2020.0,May,1,30.46333333333334,-6.480000000000004
653,2020-05-31,West Bengal,Monthly,15.22,9240903.0,40.67,Urban,2020.0,May,1,29.90666666666667,-18.79
657,2020-05-31,Chhattisgarh, Monthly,7.64,5454091.0,35.56,Rural,2020.0,May,1,18.95666666666667,-7.580000000000001
716,2020-06-30,Himachal Pradesh, Monthly,1.12,2230075.0,41.2,Rural,2020.0,June,1,7.9933333333333385,-6.52
717,2020-06-30,Uttar Pradesh,Monthly,13.05,13208724.0,38.09,Urban,2020.0,June,1,7.270000000000006,11.93
718,2020-06-30,Haryana, Monthly,35.57,4357835.0,48.53,Rural,2020.0,June,1,16.580000000000005,22.52
719,2020-06-30,Assam, Monthly,0.0,7544937.0,34.38,Rural,2020.0,June,1,16.206666666666674,-35.57
720,2020-06-30,Bihar, Monthly,20.49,20622566.0,37.4,Rural,2020.0,June,1,18.68666666666667,20.49
721,2020-06-30,Gujarat, Monthly,1.41,13243922.0,47.72,Rural,2020.0,June,1,7.300000000000004,-19.08
722,2020-06-30,Chhattisgarh, Monthly,10.14,5781095.0,38.66,Rural,2020.0,June,1,10.680000000000005,8.73
723,2020-06-30,Delhi, Monthly,21.14,112108.0,29.22,Rural,2020.0,June,1,10.89666666666667,11.0
724,2020-06-30,Andhra Pradesh, Monthly,0.85,15572975.0,53.76,Rural,2020.0,June,1,10.710000000000006,-20.29
725,2020-06-30,Uttarakhand,Monthly,5.08,989470.0,35.61,Urban,2020.0,June,1,9.023333333333339,4.23
737,2020-06-30,Maharashtra,Monthly,10.01,16172690.0,37.04,Urban,2020.0,June,1,5.313333333333338,4.93
727,2020-06-30,Rajasthan, Monthly,13.86,16076978.0,43.98,Rural,2020.0,June,1,9.650000000000004,3.8499999999999996
728,2020-06-30,Puducherry,Monthly,4.55,234926.0,29.73,Urban,2020.0,June,1,9.473333333333338,-9.309999999999999
729,2020-06-30,Andhra Pradesh,Monthly,5.86,4954389.0,37.61,Urban,2020.0,June,1,8.090000000000005,1.3100000000000005
730,2020-06-30,Assam,Monthly,3.42,1551007.0,38.73,Urban,2020.0,June,1,4.610000000000005,-2.4400000000000004
731,2020-06-30,Odisha,Monthly,2.18,2221069.0,35.24,Urban,2020.0,June,1,3.820000000000005,-1.2399999999999998
732,2020-06-30,Bihar,Monthly,12.45,3124663.0,36.54,Urban,2020.0,June,1,6.01666666666667,10.27
733,2020-06-30,Chandigarh,Monthly,7.22,306505.0,33.8,Urban,2020.0,June,1,7.283333333333338,-5.2299999999999995
734,2020-06-30,Uttarakhand, Monthly,10.71,1675441.0,32.0,Rural,2020.0,June,1,10.12666666666667,3.490000000000001
735,2020-06-30,Chhattisgarh,Monthly,27.07,1602231.0,39.41,Urban,2020.0,June,1,15.000000000000005,16.36
736,2020-06-30,Gujarat,Monthly,4.54,10574711.0,44.26,Urban,2020.0,June,1,14.106666666666671,-22.53
715,2020-06-30,Haryana,Monthly,29.41,2304138.0,38.09,Urban,2020.0,June,1,20.340000000000003,24.87
726,2020-06-30,Himachal Pradesh,Monthly,10.81,224902.0,40.66,Urban,2020.0,June,1,14.920000000000003,-18.6
714,2020-06-30,West Bengal, Monthly,4.94,21225887.0,40.44,Rural,2020.0,June,1,15.05333333333334,-5.87
702,2020-06-30,Maharashtra, Monthly,9.4,23601016.0,48.34,Rural,2020.0,June,1,8.383333333333338,4.46
712,2020-06-30,Madhya Pradesh, Monthly,6.46,16748971.0,41.5,Rural,2020.0,June,1,6.933333333333338,-2.9400000000000004
738,2020-06-30,Tripura,Monthly,27.47,391015.0,56.17,Urban,2020.0,June,1,14.443333333333337,21.009999999999998
690,2020-06-30,Karnataka,Monthly,6.12,8822411.0,39.93,Urban,2020.0,June,1,13.350000000000003,-21.349999999999998
691,2020-06-30,Delhi,Monthly,18.11,4306807.0,34.32,Urban,2020.0,June,1,17.233333333333338,11.989999999999998
692,2020-06-30,Uttar Pradesh, Monthly,8.51,41908909.0,36.89,Rural,2020.0,June,1,10.91333333333334,-9.6
693,2020-06-30,Tripura, Monthly,18.84,1106978.0,59.74,Rural,2020.0,June,1,15.153333333333336,10.33
694,2020-06-30,Punjab,Monthly,10.55,3047750.0,34.96,Urban,2020.0,June,1,12.633333333333338,-8.29
695,2020-06-30,Jammu & Kashmir, Monthly,18.97,2049617.0,34.94,Rural,2020.0,June,1,16.120000000000005,8.419999999999998
696,2020-06-30,Jharkhand, Monthly,21.53,6375114.0,40.65,Rural,2020.0,June,1,17.01666666666667,2.5600000000000023
697,2020-06-30,Karnataka, Monthly,10.92,15396213.0,53.37,Rural,2020.0,June,1,17.140000000000004,-10.610000000000001
698,2020-06-30,Telangana,Monthly,6.92,4577995.0,37.68,Urban,2020.0,June,1,13.12333333333334,-4.0
713,2020-06-30,Jharkhand,Monthly,19.38,2244460.0,40.43,Urban,2020.0,June,1,12.406666666666672,12.459999999999999
699,2020-06-30,Kerala, Monthly,27.66,3952088.0,37.01,Rural,2020.0,June,1,17.986666666666668,8.280000000000001
701,2020-06-30,Tamil Nadu,Monthly,24.93,7741005.0,31.6,Urban,2020.0,June,1,23.99,-2.7300000000000004
703,2020-06-30,Meghalaya, Monthly,1.35,1150200.0,64.63,Rural,2020.0,June,1,17.980000000000004,-23.58
704,2020-06-30,Odisha, Monthly,4.59,10187145.0,36.36,Rural,2020.0,June,1,10.290000000000004,3.2399999999999998
705,2020-06-30,Sikkim,Monthly,2.63,76269.0,35.85,Urban,2020.0,June,1,2.8566666666666705,-1.96
706,2020-06-30,Punjab, Monthly,20.0,5364047.0,43.9,Rural,2020.0,June,1,9.073333333333338,17.37
707,2020-06-30,Kerala,Monthly,12.17,4601293.0,38.68,Urban,2020.0,June,1,11.600000000000003,-7.83
708,2020-06-30,Rajasthan,Monthly,13.04,5275784.0,39.26,Urban,2020.0,June,1,15.070000000000002,0.8699999999999992
709,2020-06-30,Sikkim, Monthly,5.81,141313.0,42.36,Rural,2020.0,June,1,10.340000000000005,-7.2299999999999995
710,2020-06-30,Tamil Nadu, Monthly,2.06,10169115.0,31.49,Rural,2020.0,June,1,6.970000000000005,-3.7499999999999996
711,2020-06-30,Madhya Pradesh,Monthly,12.72,6221562.0,38.72,Urban,2020.0,June,1,6.863333333333338,10.66
700,2020-06-30,Telangana, Monthly,19.3,8891181.0,58.97,Rural,2020.0,June,1,11.360000000000005,6.58
739,2020-06-30,West Bengal,Monthly,9.86,9088931.0,37.57,Urban,2020.0,June,1,13.960000000000003,-9.440000000000001
